,FID_Bounded_groups3_1,Field3_1,POINT_X,POINT_Y
1065,74,White Dome Group,-110.8025313,44.53999156
1066,74,White Dome Group,-110.8024404,44.53996705
1067,74,White Dome Group,-110.8023535,44.53993598
1068,74,White Dome Group,-110.8014303,44.53952781
1069,74,White Dome Group,-110.8013483,44.53949052
1070,74,White Dome Group,-110.8012721,44.53944739
1071,74,White Dome Group,-110.8012025,44.53939889
1072,74,White Dome Group,-110.8011403,44.53934553
1073,74,White Dome Group,-110.8010861,44.53928788
1074,74,White Dome Group,-110.8010404,44.53922654
1075,74,White Dome Group,-110.8010038,44.53916217
1076,74,White Dome Group,-110.8009767,44.53909545
1077,74,White Dome Group,-110.8009592,44.53902709
1078,74,White Dome Group,-110.8009517,44.5389578
1079,74,White Dome Group,-110.8009542,44.53888834
1080,74,White Dome Group,-110.8009667,44.53881942
1081,74,White Dome Group,-110.800989,44.53875179
1082,74,White Dome Group,-110.801021,44.53868616
1083,74,White Dome Group,-110.8010621,44.53862323
1084,74,White Dome Group,-110.8011122,44.53856365
1085,74,White Dome Group,-110.8011705,44.53850807
1086,74,White Dome Group,-110.8012365,44.53845708
1087,74,White Dome Group,-110.8013095,44.5384112
1088,74,White Dome Group,-110.8013886,44.53837094
1089,74,White Dome Group,-110.8014732,44.53833671
1090,74,White Dome Group,-110.8015622,44.53830889
1091,74,White Dome Group,-110.8016548,44.53828775
1092,74,White Dome Group,-110.8017499,44.53827354
1093,74,White Dome Group,-110.8018465,44.5382664
1094,74,White Dome Group,-110.801961,44.53825877
